account_number,prop_state,prop_zip,unpaid_balance,interest_rate,loan_type,origination_date,ltv,unique_id,prepayment_score,refinance_score,purchase_score,heloc_score,borrower_persona,new_product_description_refi,new_pi_savings_mo_refi,new_cashout_refi,new_product_description_co,new_pi_savings_mo_co,new_cashout_co,new_product_description_pf,new_pi_savings_mo_pf,new_cashout_pf,new_product_description_pc,new_pi_savings_mo_pc,new_cashout_pc
1448965259,CA,92557,150000,2,C,10/28/2019,40,3271,200,200,300,800,Conservative,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,50,100000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965275,GA,30144,150000,3,C,10/25/2019,60,3272,300,400,100,600,Conservative,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965283,KY,40391,50000,3,C,10/25/2019,60,3273,200,800,300,700,Downsizer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965291,OH,43055,150000,3,C,10/25/2019,60,3274,400,900,0,100,Conservative,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965309,CO,80634,150000,3,C,10/25/2019,20,3275,500,0,300,200,Refinancer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965317,KY,40207,150000,3,C,10/25/2019,60,3276,800,300,900,800,Upgrader,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965325,LA,70611,150000,3,C,10/28/2019,60,3277,900,100,600,700,Downsizer,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965374,OK,73010,150000,3,C,10/29/2019,60,3278,400,300,400,600,Upgrader,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965382,VA,23838,150000,3,C,10/28/2019,80,3279,0,600,200,100,Downsizer,30 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965390,SC,29617,150000,3,C,10/28/2019,80,3280,500,700,500,500,Conservative,30 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965416,MD,20748,150000,3,C,10/25/2019,60,3281,700,100,300,400,Upgrader,30 YR FIXED CONFORMING,0,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965457,OK,73026,150000,3,C,10/25/2019,60,3282,700,0,0,700,Investor,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965473,CA,95370,150000,3,C,10/28/2019,60,3283,700,0,100,800,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965481,MI,48843,150000,3,C,10/28/2019,40,3284,100,700,100,700,Upgrader,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965499,KY,40299,150000,3,C,10/28/2019,80,3285,500,300,900,500,Investor,30 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965515,CA,95988,150000,3,C,10/28/2019,60,3286,700,600,600,900,Downsizer,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965531,GA,30315,100000,3,C,10/25/2019,60,3287,300,0,500,0,Conservative,20 YR FIXED CONFORMING,300,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965556,IL,60660,150000,3,C,10/25/2019,40,3288,100,700,700,600,Refinancer,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,350,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965564,OH,44629,150000,2,C,10/25/2019,60,3289,100,400,0,100,Downsizer,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965580,MI,48187,100000,2,C,10/25/2019,40,3290,900,100,500,300,Downsizer,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,250,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965598,VA,23831,150000,2,C,10/25/2019,60,3291,700,400,800,500,Investor,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,300,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448965614,GA,30002,100000,4,C,10/15/2019,60,3292,200,0,900,100,Downsizer,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965622,PA,15143,100000,4,C,10/25/2019,60,3293,100,700,500,700,Conservative,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965630,SC,29642,100000,4,C,10/25/2019,60,3294,200,600,900,900,Conservative,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965648,KY,41051,100000,3,C,10/28/2019,60,3295,600,400,400,700,Investor,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965655,CA,96003,100000,3,C,10/28/2019,20,3296,0,100,300,200,Upgrader,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965663,TN,37128,100000,3,C,10/25/2019,40,3297,700,800,500,100,Upgrader,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965689,MD,21209,100000,3,C,10/23/2019,40,3298,400,900,300,400,Upgrader,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965697,NV,89015,100000,3,C,10/24/2019,60,3299,700,0,200,200,Upgrader,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965713,MO,65583,100000,5,C,10/4/2019,60,3300,700,400,900,500,Upgrader,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965721,WA,98406,100000,3,C,10/25/2019,20,3301,700,500,800,800,Upgrader,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965739,AZ,85140,100000,2,C,10/28/2019,40,3302,200,900,300,300,Upgrader,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,200,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965747,TX,75672,100000,2,C,10/28/2019,60,3303,200,600,300,200,Refinancer,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965762,MT,59106,100000,2,C,10/28/2019,20,3304,400,300,900,200,Upgrader,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,-1,200000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965788,WA,99362,100000,2,C,10/28/2019,60,3305,200,100,200,200,Upgrader,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965796,FL,33702,100000,3,C,10/28/2019,40,3306,400,800,800,0,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965820,FL,33909,100000,2,C,10/25/2019,40,3307,900,900,0,100,Refinancer,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,150,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965846,OH,43204,50000,4,C,10/22/2019,40,3308,400,300,900,200,Investor,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965853,SD,57702,100000,3,C,10/28/2019,40,3309,200,800,400,700,Downsizer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965861,TN,37307,50000,3,C,10/28/2019,40,3310,200,100,800,600,Upgrader,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448965937,CO,80602,350000,3,C,10/25/2019,60,3311,400,900,600,700,Conservative,30 YR FIXED CONFORMING,450,-1,30 YR FIXED CONFORMING,150,50000,30 YR FIXED FHA,150,-1,30 YR FIXED CONFORMING,450,-1
1448965945,KY,40243,150000,3,C,10/25/2019,80,3312,300,400,300,900,Downsizer,30 YR FIXED FHA,-1,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966018,NV,89166,200000,3,C,10/28/2019,60,3313,900,700,900,500,Investor,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966026,MT,59106,200000,3,C,10/25/2019,60,3314,700,200,0,900,Upgrader,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966034,CO,81323,200000,3,C,10/28/2019,40,3315,900,600,300,200,Conservative,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966059,CA,92040,300000,3,C,10/16/2019,40,3316,500,600,100,100,Downsizer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,-1,50000
1448966083,WA,99026,200000,3,C,10/25/2019,60,3317,500,500,400,200,Refinancer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966091,GA,30643,250000,4,C,10/25/2019,60,3318,600,400,600,800,Upgrader,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,200,100000,30 YR FIXED CONFORMING,500,100000
1448966109,MD,21043,250000,3,C,10/25/2019,40,3319,500,700,300,100,Downsizer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,150,200000,30 YR FIXED FHA,150,100000,30 YR FIXED CONFORMING,450,100000
1448966117,MI,48306,450000,3,C,10/28/2019,60,3320,800,600,400,800,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,500,-1,30 YR FIXED CONFORMING,500,-1
1448966125,CA,95203,250000,3,C,10/28/2019,60,3321,400,0,400,100,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,50,100000,30 YR FIXED CONFORMING,350,100000
1448966141,MA,1007,250000,3,C,10/28/2019,60,3322,100,700,700,700,Conservative,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,200,100000,30 YR FIXED CONFORMING,500,100000
1448966166,VA,23060,250000,3,C,10/23/2019,60,3323,700,0,900,500,Refinancer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,150,100000,30 YR FIXED CONFORMING,450,100000
1448966182,FL,34711,250000,3,C,10/28/2019,60,3324,800,0,600,200,Upgrader,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,50,100000,30 YR FIXED CONFORMING,350,100000
1448966190,AZ,85207,350000,3,C,10/25/2019,40,3325,800,700,300,0,Downsizer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,150000,30 YR FIXED FHA,500,0,30 YR FIXED CONFORMING,500,0
1448966208,IN,46033,400000,3,C,10/25/2019,60,3326,900,700,500,200,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,500,-1,30 YR FIXED CONFORMING,500,-1
1448966216,MO,63122,200000,2,C,10/28/2019,40,3327,200,0,500,0,Investor,20 YR FIXED CONFORMING,400,-1,30 YR FIXED CONFORMING,-1,200000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,50,150000
1448966240,OH,44053,150000,2,C,10/25/2019,60,3328,300,500,500,600,Conservative,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,450,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966265,CA,95370,450000,2,C,10/28/2019,60,3329,100,500,300,800,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,100000,30 YR FIXED FHA,500,-1,30 YR FIXED CONFORMING,500,-1
1448966273,TX,76132,100000,2,C,10/25/2019,40,3330,900,300,0,900,Conservative,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,150,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966281,NH,3820,100000,2,C,10/28/2019,40,3331,700,600,100,0,Upgrader,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,0,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966299,CA,92139,350000,2,C,10/28/2019,60,3332,800,800,400,500,Downsizer,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,500,0,30 YR FIXED CONFORMING,500,0
1448966307,PA,18104,200000,2,C,10/24/2019,40,3333,100,800,400,500,Conservative,20 YR FIXED CONFORMING,450,-1,30 YR FIXED CONFORMING,300,100000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966323,WI,54618,50000,3,C,10/22/2019,40,3334,100,600,300,900,Refinancer,15 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,200,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966349,CA,95833,150000,2,C,10/24/2019,40,3335,0,0,800,600,Refinancer,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,250,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966380,IL,60423,100000,2,C,10/29/2019,40,3336,600,600,400,300,Investor,20 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,50,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966398,PA,17050,250000,3,C,10/29/2019,40,3337,0,300,300,500,Investor,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,100000,30 YR FIXED FHA,0,100000,30 YR FIXED CONFORMING,300,100000
1448966414,AL,35954,50000,3,C,10/29/2019,40,3338,400,100,300,900,Investor,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,50,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966422,NV,89183,250000,3,C,10/29/2019,40,3339,600,800,900,800,Refinancer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448966430,AZ,85040,50000,4,C,10/28/2019,60,3340,0,200,0,900,Upgrader,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966448,NJ,8075,100000,3,C,10/29/2019,40,3341,400,0,300,800,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966455,IN,46236,100000,3,C,10/29/2019,60,3342,200,0,500,200,Investor,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966463,OK,73089,150000,3,C,10/29/2019,60,3343,200,600,800,700,Refinancer,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966471,TN,37214,100000,3,C,10/29/2019,40,3344,600,600,800,800,Investor,20 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,0,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966489,MO,64083,100000,3,C,10/28/2019,60,3345,600,900,0,800,Conservative,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966497,TN,37814,100000,4,C,10/29/2019,60,3346,900,500,300,800,Downsizer,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966505,GA,30252,100000,3,C,10/28/2019,60,3347,0,600,500,400,Refinancer,30 YR FIXED CONFORMING,100,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966513,MS,38654,150000,3,C,10/28/2019,40,3348,500,100,100,0,Conservative,30 YR FIXED CONFORMING,0,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966521,MN,55315,150000,3,C,10/29/2019,60,3349,0,100,300,600,Downsizer,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966539,OH,43214,200000,3,C,10/29/2019,60,3350,700,500,200,500,Refinancer,30 YR FIXED CONFORMING,100,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966554,LA,70301,200000,3,C,10/29/2019,60,3351,900,600,200,0,Downsizer,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966562,MN,55313,200000,3,C,10/29/2019,60,3352,500,0,500,900,Refinancer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966596,MD,21136,300000,3,C,10/25/2019,60,3353,700,0,0,400,Upgrader,30 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,0,50000
1448966604,CA,95901,200000,3,C,10/29/2019,60,3354,200,300,400,900,Investor,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966620,TX,78621,100000,3,C,10/29/2019,60,3355,300,900,300,200,Refinancer,20 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966638,VA,24588,50000,3,C,10/28/2019,20,3356,0,100,100,300,Refinancer,20 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966646,FL,32060,100000,2,C,10/28/2019,60,3357,100,400,0,500,Upgrader,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966653,PA,17771,150000,4,C,10/28/2019,60,3358,300,900,600,0,Upgrader,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966661,OK,74857,100000,4,C,10/29/2019,40,3359,0,100,0,300,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966695,CA,95125,200000,2,C,10/29/2019,0,3360,600,300,100,0,Refinancer,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,250,150000
1448966703,WA,98362,150000,2,C,10/28/2019,40,3361,0,300,400,400,Conservative,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,150,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966711,AZ,85225,150000,2,C,10/29/2019,60,3362,600,400,600,100,Conservative,20 YR FIXED CONFORMING,250,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966729,NH,3467,300000,2,C,10/29/2019,40,3363,500,500,800,300,Upgrader,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,100000,30 YR FIXED FHA,300,50000,30 YR FIXED CONFORMING,500,50000
1448966737,AR,72034,150000,2,C,10/29/2019,60,3364,900,600,600,600,Refinancer,20 YR FIXED CONFORMING,350,-1,30 YR FIXED CONFORMING,500,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966745,FL,33884,150000,2,C,10/29/2019,60,3365,300,800,600,900,Upgrader,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,400,0,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966752,CO,81435,200000,3,C,10/29/2019,0,3366,900,700,900,600,Conservative,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966778,CA,92507,150000,3,C,10/29/2019,60,3367,700,200,300,700,Conservative,30 YR FIXED CONFORMING,50,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966794,GA,30747,200000,3,C,10/29/2019,40,3368,0,400,300,700,Refinancer,20 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448966810,MO,65453,100000,2,C,10/28/2019,60,3369,500,500,600,900,Conservative,20 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966828,FL,33896,100000,4,C,10/29/2019,20,3370,300,600,500,700,Upgrader,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448966836,SC,29577,200000,3,C,10/29/2019,60,3371,600,900,300,0,Conservative,20 YR FIXED CONFORMING,500,-1,30 YR FIXED CONFORMING,500,50000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,250,150000
1448966844,MI,48653,150000,2,C,10/29/2019,20,3372,0,900,300,200,Investor,20 YR FIXED CONFORMING,300,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448966877,MD,20886,300000,3,C,10/28/2019,60,3373,300,600,0,600,Upgrader,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,350,50000,30 YR FIXED CONFORMING,500,50000
1448968667,CO,80111,200000,2,C,10/30/2019,20,3374,700,800,800,700,Investor,20 YR FIXED CONFORMING,300,-1,30 YR FIXED CONFORMING,-1,200000,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448968675,MA,2145,400000,2,C,10/31/2019,20,3375,800,600,800,600,Downsizer,20 YR FIXED CONFORMING,500,-1,,,,30 YR FIXED FHA,500,-1,30 YR FIXED CONFORMING,500,-1
1448968709,OK,73020,100000,3,C,10/30/2019,60,3376,700,500,800,400,Investor,20 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,350,0,30 YR FIXED FHA,-1,250000,30 YR FIXED CONFORMING,-1,250000
1448968725,MI,48160,150000,3,C,10/21/2019,60,3377,900,300,600,700,Conservative,20 YR FIXED CONFORMING,350,-1,,,,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448968733,MA,2790,250000,3,C,10/25/2019,60,3378,700,200,700,700,Downsizer,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,0,0,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448968741,CA,94571,250000,3,C,10/31/2019,60,3379,700,0,800,700,Downsizer,30 YR FIXED CONFORMING,150,-1,,,,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448968782,MA,1702,300000,3,C,10/31/2019,60,3380,0,800,800,0,Refinancer,30 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,100,0,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,-1,50000
1448968832,WA,99208,250000,4,C,10/30/2019,60,3381,800,500,800,600,Conservative,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448968840,TN,38053,300000,3,C,10/30/2019,40,3382,600,800,100,700,Investor,30 YR FIXED CONFORMING,200,-1,30 YR FIXED CONFORMING,-1,100000,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,-1,50000
1448968857,CO,80808,300000,3,C,10/31/2019,60,3383,0,0,200,700,Conservative,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,50000,30 YR FIXED CONFORMING,50,50000
1448968873,NE,68007,200000,3,C,10/30/2019,60,3384,300,200,200,800,Refinancer,30 YR FIXED CONFORMING,250,-1,30 YR FIXED CONFORMING,200,0,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448968881,CO,80136,250000,3,C,10/30/2019,60,3385,800,0,300,900,Conservative,30 YR FIXED CONFORMING,150,-1,30 YR FIXED CONFORMING,50,0,30 YR FIXED FHA,-1,100000,30 YR FIXED CONFORMING,-1,100000
1448968907,NC,27511,200000,3,C,10/30/2019,60,3386,700,0,500,100,Refinancer,30 YR FIXED CONFORMING,200,-1,,,,30 YR FIXED FHA,-1,150000,30 YR FIXED CONFORMING,-1,150000
1448968949,FL,32195,150000,3,C,10/31/2019,40,3387,900,300,500,400,Investor,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,50000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448968956,UT,84103,150000,3,C,10/31/2019,20,3388,400,600,300,400,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
1448968964,CO,80919,150000,3,C,10/30/2019,40,3389,400,100,900,300,Downsizer,30 YR FIXED CONFORMING,50,-1,30 YR FIXED CONFORMING,-1,150000,30 YR FIXED FHA,-1,200000,30 YR FIXED CONFORMING,-1,200000
